region_id;country_id;title_ru;title_ua;title_be;title_en;title_es;title_pt;title_de;title_fr;title_it;title_pl;title_ja;title_lt;title_lv;title_cz
"3740460";"206";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City";"Puerto Princesa City"
"3734511";"206";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City";"Tagbilaran City"
"3764714";"206";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City";"Baguio City"
"3744719";"206";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province";"Mountain Province"
"3743111";"206";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City";"Pagadian City"
"3762912";"206";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan";"Province of Bataan"
"3760674";"206";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan";"Province of Bulacan"
"3758420";"206";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur";"Province of Camarines Sur"
"5420937";"206";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley";"Province of Compostela Valley"
"3750388";"206";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur";"Province of Lanao del Sur"
"3742736";"206";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City";"Palayan City"
"3829978";"226";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province";"Jeolla North Province"
"3743665";"206";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar";"Province of Northern Samar"
"5420938";"206";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani";"Province of Sarangani"
"3734971";"206";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte";"Province of Surigao del Norte"
"3762860";"206";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City";"Batangas City"
"5275873";"206";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi";"Chartered City of Marawi"
"3731223";"206";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur";"Province of  Zamboanga del Sur"
"3758421";"206";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte";"Province of Camarines Norte"
"3757084";"206";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes";"Province of Catanduanes"
"3755396";"206";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur";"Province of Davao del Sur"
"3743836";"206";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental";"Province of Negros Occidental"
"3743666";"206";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato";"Province of North Cotabato"
"3735283";"206";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato";"Province of South Cotabato"
"3735087";"206";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat";"Province of Sultan Kudarat"
"3760063";"206";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City";"Butuan City"
"3755398";"206";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte";"Province of Davao del Norte"
"3752631";"206";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte";"Province of Ilocos Norte"
"5275987";"206";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro";"Chartered City of Cagayan de Oro"
"3753927";"206";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City";"General Santos City"
"3761627";"206";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol";"Province of Bohol"
"3762942";"206";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan";"Province of Basilan"
"3762861";"206";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas";"Province of Batangas"
"3754582";"206";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar";"Province of Eastern Samar"
"3752831";"206";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao";"Province of Ifugao"
"3745009";"206";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental";"Province of Mindoro Occidental"
"3745008";"206";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental";"Province of Mindoro Oriental"
"3744950";"206";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental";"Province of Misamis Occidental"
"3744949";"206";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental";"Province of Misamis Oriental"
"3735467";"206";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor";"Province of Siquijor"
"3734970";"206";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur";"Province of Surigao del Sur"
"5423534";"207";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso";"Kymenlaakso"
"5423517";"207";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi";"Lappi"
"5423526";"207";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa";"Pirkanmaa"
"5423525";"207";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa";"Pohjanmaa"
"5423520";"207";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala";"Pohjois-Karjala"
"5423521";"207";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo";"Pohjois-Savo"
"5423529";"207";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi";"Varsinais-Suomi"
"5423522";"207";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo";"Etelä-Savo"
"5423519";"207";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu";"Kainuu"
"5423532";"207";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme";"Kanta-Häme"
"5423524";"207";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa";"Keski-Pohjanmaa"
"5423528";"207";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi";"Keski-Suomi"
"5423531";"207";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme";"Päijät-Häme"
"5423527";"207";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta";"Satakunta"
"5423533";"207";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa";"Uusimaa"
"1967330";"207";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa";"Ahvenanmaa"
"5423530";"207";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala";"Etelä-Karjala"
"3834589";"229";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken";"Saga-ken"
"4419467";"209";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées";"Région Midi-Pyrénées"
"4416408";"209";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais";"Région Nord-Pas-de-Calais"
"4449226";"209";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne";"Région Bretagne"
"4447410";"209";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre";"Région Centre"
"5423523";"207";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa";"Etelä-Pohjanmaa"
"3307710";"207";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni";"Itä-Suomen Lääni"
"3307711";"207";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni";"Länsi-Suomen Lääni"
"3216984";"207";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni";"Oulun Lääni"
"5423518";"207";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa";"Pohjois-Pohjanmaa"
"4439125";"209";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté";"Région Franche-Comté"
"4436536";"209";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie";"Région Haute-Normandie"
"4422857";"209";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin";"Région Limousin"
"4422300";"209";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine";"Région Lorraine"
"4415039";"209";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire";"Région Pays de la Loire"
"4414421";"209";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie";"Région Picardie"
"4412758";"209";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur";"Région Provence-Alpes-Côte d'Azur"
"4411607";"209";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes";"Région Rhône-Alpes"
"4455222";"209";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace";"Région Alsace"
"4454681";"209";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine";"Région Aquitaine"
"4452683";"209";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie";"Région Basse-Normandie"
"4443892";"209";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse";"Région Corse"
"4607135";"212";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija";"Brodsko-Posavska Županija"
"4607153";"212";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb";"Grad Zagreb"
"4607137";"212";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija";"Istarska Županija"
"4446863";"209";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne";"Région Champagne-Ardenne"
"4435840";"209";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France";"Région Île-de-France"
